Reviews,Ratings,Food,Service,Ambience,Dates
We waited 3 months to come to Vegas for the Golden Steer and they did not disappoint.  The ambiance was wonderful. calling of memories of celebrities and mobsters past.  The service was immaculate and the food was spectacular.  Absolutely enjoyed the experience.  After dinner our server gave us a tour of the restaurant and its history.  I will definitely go again.,5,5,5,5,August 20 2024
Absolutely THE BEST steakhouse in Vegas. Too many reasons to promote this establishment. but food. service and quality are definitely  the top 3. If you've never been. you need to go. Total package!!!!,5,5,5,5,August 20 2024
Tomahawk steak for two nothing but fat on it mac & cheese was bland so was potatoes.,2,1,1,5,August 20 2024
Wonderful experience. the waiters are knowledgeable and attentive. A classic steakhouse experience!,5,5,5,5,August 19 2024
Awesome… pricey. but must try at least once…. The food and especially the service was outstanding.,5,5,5,5,August 19 2024
this is always an amazing experience. It’s not an every day meal as you’d expect. but for special occasions and assuming you have enough for thought to get a reservation. this is a go to place.,5,5,5,5,August 19 2024
We were celebrating a birthday in our group. We were seated in the Sinatra  booth and it was a treat. The food was fabulous. we had table side Caesar Salad. baked potatoes and we had a petit filet with shrimp and a porterhouse to share among 4 people. It was so good. plenty for us all. The service was impeccable. A true experience.,5,5,5,5,August 19 2024
Good ribeye. Substandard ceasar salad and sides. cream spinach and twice baked potato.   Both sides were small in quantity and little to no flavor. Compensation for the sides was given. Server did a great job of matching our dietary preferences to the menu. the food didn’t deliver anything memorable. Won’t be going back.,3,2,3,2,August 18 2024
Best service and ambience! The food was amazing and definitely worth the value to try once.,5,5,5,5,August 18 2024
We’ve lived in Vegas over 30 years. We’ve been here a number of times. We’re always surprised at how this place has maintained its level of excellence for so long. The service was fantastic and the steaks were delicious. All of the sides were scrumptious. Definitely recommend.￼,5,5,5,5,August 18 2024
Enjoyed our experience at Golden Steer once again. We were seated at the Joe DiMaggio booth this time instead of a table in the middle of the larger dining room. Our server. Bryan. was the same one that took care of us during our first visit. He and all the staff that came around to check on us and serve our meal were so friendly and informative.  We started with an onion soup and wedge salad then my husband and I both had rib eyes medium rare. but mine had the maitre d butter. And finally we finished our meal again with the table side Bananas Foster. It’s a nice experience and they always explain every step of the process. And just like everything else that we had. It’s so delicious!,5,5,5,5,August 17 2024
One of the best steaks and lobster around Vegas! Great food and excellent service!,5,5,5,5,August 17 2024
The restaurant lived up to my memories of long ago. Impeccabke service. great cocktails. and presentation. Food was 5 star. Can't wait to return.,5,5,5,5,August 17 2024
Holy Cow. I think it was the best dinner I’ve ever had. The table side Caesar  salad. carving. cherries jubilee. You just can’t top it. The server. I beleive his name was Bryan was extremely helpful with us selecting the best way to try a few different things. The ribeye. strip and lobster tail were absolutely fantastic. They really pride themselves on presentation. We were there for a 21st birthday and they made it feel like you were the king of the world. We will definitely be back. Be prepared to drop a little bit of change but that’s anywhere in Vegas lol. A truly top of the line experience.,5,5,5,5,August 16 2024
This was all of our first times eating at Golden Steer. It was excellent. Everyone said their food was delicious. It got a little loud in our room but great atmosphere. A can’t miss place.,5,5,5,5,August 16 2024
Caesar salad was incredible and worth every penny.  The service was impeccable - they work as a team and never miss a beat.  Steak was very good sides and bread were alright.,5,5,5,5,August 16 2024
Awesome experience being in a booth Marilyn Monroe sat in! Food was great. definitely do not skip the table side ceasar salad!,5,5,5,5,August 16 2024
Bucket list restaurant. All was excellent. Ali our server was beyond amazing in every way. We will be back!,5,5,5,5,August 16 2024
The best restaurant in Vegas It has it all great food service and history,5,5,5,5,August 16 2024
Service was flawless.food was outstanding. Pricey but worth it,5,5,5,5,August 15 2024
Las night was our first time at golden steer and we were very excited to try out this highly recommended restaurant. We had been trying to book a table for months for my husband’s birthday. The food was amazing. We ordered some appetizers we both had the jumbo Western Australia lobster tail and the steak. The caesar salad was one of the best I’ve ever had. Just amazing everything was amazing.,3,5,2,4,August 15 2024
The Food and Drinks were excellent! The wait staff makes sure your dining experience is one to remember. I liked the old school decor and atmosphere. Highly recommended!!,5,5,5,5,August 15 2024
Every time my father and I go out to eat. no matter where we are in the world. we always end up talking about our experience at the Golden Steer. It's hands down my favorite restaurant in the U.S. — a place where the atmosphere. lighting. and service all come together to create an unforgettable evening. The food is exceptional. top-tier in every way. and everyone who took care of us made our night. We can’t wait to go back and relive those memories.,5,5,5,5,August 15 2024
We were celebrating two birthdays and told front desk on checking but nothing was done. disappointed. Food was good. very loud. hard to talk,4,5,4,3,August 15 2024
Fantastic Meal and Great Atmosphere.  Everyone enjoyed their choice of entrees and the table side Caesar Salad was great.  Can't wait to go back again.,5,5,5,5,August 15 2024
Fantastic food and a great anniversary experience for my girlfriend and I!,5,5,5,5,August 15 2024
Loved the food. taste awesome. Delicious! Very pricey.,5,5,5,4,August 14 2024
It was awesome! Two thumbs up to the entire service team. Food was on point! The entire experience was phenomenal. Fantastic atmosphere. staff and experience!,5,5,5,5,August 14 2024
