Reviews,Ratings,Food,Service,Ambience,Dates
As a big eater and frequenter of buffets and AYCE restaurants. I had this buffet planned as my final amazing culinary stop on our Las Vegas trip.  Google said this was the top buffet in Vegas.  I have never been so disappointed in my life.  Neither myself nor my girlfriend found one thing that was worth having seconds of.  Everything was over salted and I like salt.  Dishes like Korean BBQ that should be impossible to mess up. were barely edible.  I've been to the casino buffets in Atlantic city. including Caesars. and this one in Vegas fell so far short. I've honestly been to an $8 lunch buffet that was more satisfying than the Bacchanal in Vegas.  They couldn't pay us $200 to eat that meal again.  I guess they rely on the endless lobster to draw people in but the lobster is served two ways.   Either cold to be dipped in warm butter or warm and pre-seasoned and very dried out.  Desserts were tasty. but nothing particularly special about them and you don't judge the quality of your meal by the dessert.  I'm also one of those people who won't leave anything on my plate.   I tasted probably 25 different things.   I finished maybe 5 or 6.  The rest were just so dissatisfying that I took a bite or two and moved on to the next disappointment.  Go to a food truck or literally anywhere else.  Southwest Diner in Boulder City was our first stop.  Absolutely delicious beef quesadillas and everything else we had there was on point.,1,1,4,2,October 27 2024
I always enjoy Bacchanal.  The service continues to be great.  The only observation I have is the pricing.  It seems like it changes every visit.,5,5,5,5,October 27 2024
The Brazilian station is the best of them all.  The creamy mashed potatoes are FIRE!  The seafood station was disappointing.  The prawns tasted funny and the lobster claws were underwhelming.  There is a hour-and-a-half limit -- plenty of time to feast.  Would I do it again?  Probably not because I don't want diabetes. but my one-time experience was great.,4,5,4,3,October 27 2024
Family next to us had videos on full blast playing throughout their meal. Kept taking phone calls on speaker as if they owned the place. None of the staff attempted to stop their obnoxious behavior. Not to mention. the way they were eating was a bit unsavory.,4,4,5,3,October 27 2024
The seafood waste like it has been in the freezer too long.  The food overall not really worth the price.,2,3,2,3,October 27 2024
Service was bad  food was good nice ambiance I shouldn’t tip at the register before eating,3,3,1,3,October 26 2024
Food was good. we were able to sit on time. server was friendly and very accomodating,5,5,5,5,October 26 2024
Great selection of dishes. worth the price! Highly recommended,5,5,5,5,October 26 2024
This isn’t the experience I was hoping for and the value for what I paid was disappointing.,2,2,4,2,October 26 2024
We had a great time. except our Vegan daughter wished there were tofu choices.  There was not one vegan protein offered — and she is used to that — but for a buffet that size to not have 1 tofu plate was a little discouraging.  Our server was amazing!  We would definitely go back!,4,5,5,5,October 26 2024
It was crowded but we got breakfast and went right for crab legs after! Had 90 minutes to eat was enough time to dine! Loved it.,5,5,5,5,October 26 2024
Food quality and selection has declined since it first opened. Price is not proportional to the selection,3,3,4,3,October 26 2024
Bacchanal is hands down the best brunch buffet that I have experienced in Las Vegas.  The size. the selections. and the food are superb!!!!  I am a very picky eater and enjoyed every item that I tried. I highly recommended and will try the dinner buffet on my next visit.,5,5,5,5,October 26 2024
The buffet was a great way to start our day in Vegas!  The food was fresh with plenty of variety. The head chef was super accommodating to special requests. Don't miss the sweet woman Sarah who was on the crepe station. My Bananas Foster's crepe with caramel sauce. nuts and whipped cream might have been the best thing I had all day!  And. if you ask. Sarah might also tell you the secret to making the perfect crepe at home!!  Delicious!!,5,5,5,5,October 26 2024
If you like quantity it’s great. We went mainly for the shellfish and were disappointed. Lobster was cold and tasteless. Snow crab was also cold but at least it tasted halfway decent. For $100+ per person you can get a better dinner somewhere else.,4,3,5,4,October 26 2024
My experience is absolutely wonderful. splendid splendid splendid. I highly recommend this to others who come to visit. The food was spectacular. Your team was the best and you guys just keep up this work and although I live way on the East Coast. I would travel that far to do it all over again Thank you Caesars bacchanal,5,5,4,5,October 26 2024
It is really only worth it if you stick with the prime rib (which was actually really good) and the seafood. Desserts. ube horchata. and the Thai were delicious.,4,3,5,4,October 26 2024
I was so hoping this buffet would be the best.  Although quite expensive. it wasn’t worth it.  My family and I have been all over the world and have eaten at many buffets and this was the worst.  Seafood was cold and inedible. the meats were overcooked and barely edible. they ran out of fresh fruit (watermelon) there was nothing acceptable for our 14 year old to eat and the list goes on.  We will not return!,2,1,3,3,October 26 2024
It was not worth the money and it really wasn't that tasty. Will never go back. Red Lobster is much better,1,1,3,1,October 26 2024
Over priced. the food was great. Seafood station wasn’t the best. Overall 7/10,4,4,4,3,October 25 2024
Bad. Not worth the $$$. Food quality is good…. But not worth the money.,3,3,2,2,October 25 2024
Not worth $90 a person. Lots of variety but everything was SO salty.,3,3,4,4,October 25 2024
Its very crowded & its noisy.There are plenty of foods to choose and its delicious. Price its too high given that u cant eat all of it. We are late 1 hr of our reservation but still they hold on to it. staff are friendly as well. Food refills are always on time.. The main reason we went to is just to eat Crab legs and prime rib its delicious moist .. I would recommend this buffet if u prefer to eat king crabs although its extremely pricey for 89$ per person,5,5,5,3,October 25 2024
Food was bland.  If you don’t like the smell of raw fish. don’t even walk in. There was a hair in my tri tip and when I told my server . all she said was that she’d tell the cooks about it. Didn’t apologize nor offer a partial refund. They didn’t have much that sounded appetizing. I enjoyed the refreshments though .,2,1,1,4,October 25 2024
